School Name,Pickup Route,Pickup Bus Stop,Pickup Time,Dropoff Route,Dropoff Bus Stop,Dropoff Time
AL HOLMES,210,GRATIOT AVE@JOANN ST,7:50 AM,210,GRATIOT AVE@JOANN ST,4:12 PM
AL HOLMES,210,WALTHAM ST@NASHVILLE ST,7:54 AM,210,WALTHAM ST@NASHVILLE ST,4:09 PM
AL HOLMES,210,FINDLAY ST@HAMBURG ST,7:56 AM,210,FINDLAY ST@HAMBURG ST,4:02 PM
AL HOLMES,210,SAUER ST@RUNYON ST,8:02 AM,210,SAUER ST@RUNYON ST,4:25 PM
AL HOLMES,210,ENGLESIDE ST@BRADFORD ST,8:05 AM,210,ENGLESIDE ST@BRADFORD ST,4:07 PM
AL HOLMES,210,MINDEN ST@BRADFORD ST,8:06 AM,210,MINDEN ST@BRADFORD ST,4:05 PM
AL HOLMES,210,WOODLAWN ST@RAYMOND ST,8:16 AM,210,WOODLAWN ST@RAYMOND ST,3:49 PM
AL HOLMES,244,MARCUS ST@DWYER ST,7:46 AM,244,MARCUS ST@DWYER ST,4:16 PM
AL HOLMES,244,FOSTER ST@FARR ST,7:54 AM,244,FOSTER ST@FARR ST,4:06 PM
AL HOLMES,244,FOSTER ST@BENHAM ST,7:56 AM,244,FOSTER ST@BENHAM ST,4:03 PM
AL HOLMES,244,SHERWOOD ST@STRONG ST,8:00 AM,244,SHERWOOD ST@STRONG ST,4:01 PM
AL HOLMES,244,MILLER ST@HELEN ST,8:02 AM,244,MILLER ST@HELEN ST,4:11 PM
AL HOLMES,244,HARPER AVE@CANTON ST,8:05 AM,244,HARPER AVE@CANTON ST,3:59 PM
AL HOLMES,244,STRONG ST@LARK ST,8:07 AM,244,STRONG ST@LARK ST,3:57 PM
AL HOLMES,244,EDSEL FORD FWY E@CRANE ST,8:11 AM,244,EDSEL FORD FWY E@CRANE ST,3:54 PM
AL HOLMES,244,GRINNELL ST@MURAT ST,8:16 AM,244,GRINNELL ST@MURAT ST,3:49 PM
AL HOLMES,503,MCNICHOLS RD E@DWYER ST,8:00 AM,503,MCNICHOLS RD E@DWYER ST,4:04 PM
AL HOLMES,503,ELDON ST@DOBEL ST,8:04 AM,503,ELDON ST@DOBEL ST,3:59 PM
AL HOLMES,503,MONTLIEU ST@CASTLE ST,8:07 AM,503,MONTLIEU ST@CASTLE ST,3:56 PM
AL HOLMES,503,CARRIE ST@TAPPAN ST,8:13 AM,503,CARRIE ST@TAPPAN ST,3:52 PM
AL HOLMES,503,ARCOLA ST@ELDON ST,8:15 AM,503,ARCOLA ST@ELDON ST,3:50 PM
AL HOLMES,504,PORTLANCE ST@CANONBURY ST,7:48 AM,504,PORTLANCE ST@CANONBURY ST,4:20 PM
AL HOLMES,504,KENMOOR ST@ALGONAC ST,7:56 AM,504,KENMOOR ST@ALGONAC ST,4:13 PM
AL HOLMES,504,GUNSTON ST@KENMOOR ST,7:59 AM,504,GUNSTON ST@KENMOOR ST,4:15 PM
AL HOLMES,504,MINDEN ST@ELMO ST,8:02 AM,504,MINDEN ST@ELMO ST,4:07 PM
AL HOLMES,504,WHITHORN ST@ELMO ST,8:06 AM,504,WHITHORN ST@ELMO ST,4:03 PM
AL HOLMES,504,SANFORD ST@ELMO ST,8:07 AM,504,SANFORD ST@ELMO ST,4:01 PM
AL HOLMES,504,GUNSTON ST@ST PATRICK ST,8:09 AM,504,GUNSTON ST@ST PATRICK ST,3:59 PM
AL HOLMES,504,GUNSTON ST@WILFRED ST,8:10 AM,504,GUNSTON ST@WILFRED ST,3:56 PM
BAGLEY ES,644,MCNICHOLS RD W@TULLER ST,7:52 AM,644,MCNICHOLS RD W@TULLER ST,4:02 PM
BAGLEY ES,644,STOEPEL ST@GROVE ST,7:54 AM,644,STOEPEL ST@GROVE ST,4:15 PM
BAGLEY ES,644,SANTA MARIA ST@SANTA ROSA DR,7:59 AM,644,SANTA MARIA ST@SANTA ROSA DR,4:10 PM
BAGLEY ES,644,SANTA MARIA ST@PRAIRIE ST,8:00 AM,644,SANTA MARIA ST@PRAIRIE ST,4:08 PM
BAGLEY ES,644,SANTA  MARIA @ SANTA BARBARA DR,8:02 AM,644,SANTA  MARIA @ SANTA BARBARA DR,4:01 PM
BAGLEY ES,644,SANTA MARIA ST@ROSELAWN ST,8:07 AM,644,SANTA MARIA ST@ROSELAWN ST,3:59 PM
BAGLEY ES,644,SANTA CLARA ST@CHERRYLAWN ST,8:09 AM,644,SANTA CLARA ST@CHERRYLAWN ST,3:48 PM
BAGLEY ES,644,SANTA MARIA ST@INDIANA ST,8:11 AM,644,SANTA MARIA ST@INDIANA ST,3:57 PM
BAGLEY ES,644,MENDOTA ST@SANTA CLARA ST,8:14 AM,644,MENDOTA ST@SANTA CLARA ST,3:53 PM
BAGLEY ES,644,THATCHER ST@KENTUCKY ST,8:17 AM,644,THATCHER ST@KENTUCKY ST,3:51 PM
BAGLEY ES,650,APPOLINE ST@MARGARETA ST,8:00 AM,650,APPOLINE ST@MARGARETA ST,4:03 PM
BAGLEY ES,650,KENTUCKY ST@CLARITA ST,8:04 AM,650,KENTUCKY ST@CLARITA ST,4:00 PM
BAGLEY ES,650,CHIPPEWA ST@SAN JUAN DR,8:10 AM,650,CHIPPEWA ST@SAN JUAN DR,3:55 PM
BAGLEY ES,650,CLARITA ST@PRAIRIE ST,8:14 AM,650,CLARITA ST@PRAIRIE ST,3:51 PM
BAGLEY ES,650,PICKFORD ST@STOEPEL ST,8:16 AM,650,PICKFORD ST@STOEPEL ST,3:49 PM
BARTON ES,721,JOY RD@WHITCOMB ST,7:55 AM,721,JOY RD@WHITCOMB ST,4:01 PM
BARTON ES,721,MACKENZIE ST@TERRY ST,7:58 AM,721,MACKENZIE ST@TERRY ST,4:04 PM
BARTON ES,721,BELTON ST@COYLE ST,8:00 AM,721,BELTON ST@COYLE ST,3:59 PM
BARTON ES,721,BELTON ST@LAUDER ST,8:02 AM,721,BELTON ST@LAUDER ST,3:57 PM
BARTON ES,721,MARK TWAIN ST@MACKENZIE ST,8:05 AM,721,MARK TWAIN ST@MACKENZIE ST,4:06 PM
BARTON ES,721,BELTON ST@HARTWELL ST,8:09 AM,721,BELTON ST@HARTWELL ST,3:53 PM
BARTON ES,721,WARD ST@LITTLEFIELD ST,8:13 AM,721,WARD ST@LITTLEFIELD ST,3:51 PM
BARTON ES,721,BELTON ST@APPOLINE ST,8:15 AM,721,BELTON ST@APPOLINE ST,3:49 PM
BENNETT ES,715,OLIVET ST@GOVIN ST,7:27 AM,715,OLIVET ST@GOVIN ST,3:34 PM
BENNETT ES,715,W LAFAYETTE BLVD@LAWNDALE ST,7:30 AM,715,W LAFAYETTE BLVD@LAWNDALE ST,3:37 PM
BENNETT ES,715,CHAMBERLAIN ST@LAWNDALE ST,7:32 AM,715,CHAMBERLAIN ST@LAWNDALE ST,3:38 PM
BENNETT ES,715,WITT ST @ ELSMERE ST,7:35 AM,715,WITT ST @ ELSMERE ST,3:40 PM
BENNETT ES,715,W FORT ST@WOODMERE ST,7:37 AM,715,W FORT ST@WOODMERE ST,3:42 PM
BENNETT ES,715,BARRON ST@DEY ST,7:42 AM,715,BARRON ST@DEY ST,3:46 PM
BENNETT ES,715,WOODMERE ST@CHAMBERLAIN ST,7:49 AM,715,WOODMERE ST@CHAMBERLAIN ST,3:52 PM
BENNETT ES,715,WOODMERE ST@HOMER ST,7:51 AM,715,WOODMERE ST@HOMER ST,3:53 PM
BENNETT ES,715,WOODMERE ST@AVIS ST,7:55 AM,715,WOODMERE ST@AVIS ST,3:55 PM
BETHUNE ES/MS,603,PASADENA ST@LA SALLE BLVD,6:31 AM,603,PASADENA ST@LA SALLE BLVD,2:56 PM
BETHUNE ES/MS,603,ROSA PARKS BLVD@CLEMENTS ST,6:35 AM,603,ROSA PARKS BLVD@CLEMENTS ST,2:53 PM
BETHUNE ES/MS,603,FULLERTON ST@WILDEMERE ST,6:43 AM,603,FULLERTON ST@WILDEMERE ST,3:11 PM
BETHUNE ES/MS,603,W DAVISON @ PETOSKEY AVE,6:47 AM,603,W DAVISON @ PETOSKEY AVE,3:07 PM
BETHUNE ES/MS,603,EWALD CIR@HOLMUR ST,6:59 AM,603,EWALD CIR@HOLMUR ST,3:02 PM
BETHUNE ES/MS,603,KENDALL ST@DEXTER AVE,7:03 AM,603,KENDALL ST@DEXTER AVE,3:00 PM
BETHUNE ES/MS,613,JOHN C LODGE FWY@QUINCY ST,6:48 AM,613,JOHN C LODGE FWY@QUINCY ST,3:07 PM
BETHUNE ES/MS,613,DESOTO ST@MONICA ST,6:51 AM,613,DESOTO ST@MONICA ST,3:10 PM
BETHUNE ES/MS,613,FENKELL ST@TULLER ST,6:52 AM,613,FENKELL ST@TULLER ST,3:12 PM
BETHUNE ES/MS,613,DESOTO ST@GREENLAWN ST,6:54 AM,613,DESOTO ST@GREENLAWN ST,3:13 PM
BETHUNE ES/MS,613,FENKELL ST@CLOVERLAWN ST,6:56 AM,613,FENKELL ST@CLOVERLAWN ST,3:03 PM
BETHUNE ES/MS,613,ELLSWORTH ST@CHERRYLAWN ST,6:58 AM,613,ELLSWORTH ST@CHERRYLAWN ST,3:15 PM
BETHUNE ES/MS,613,FENKELL ST@WISCONSIN ST,7:01 AM,613,FENKELL ST@WISCONSIN ST,2:58 PM
BETHUNE ES/MS,613,FENKELL ST@KENTUCKY ST,7:02 AM,613,FENKELL ST@KENTUCKY ST,3:00 PM
BETHUNE ES/MS,613,PILGRIM ST@WASHBURN ST,7:05 AM,613,PILGRIM ST@WASHBURN ST,2:54 PM
BETHUNE ES/MS,613,PILGRIM ST@INDIANA ST,7:08 AM,613,PILGRIM ST@INDIANA ST,2:52 PM
BETHUNE ES/MS,613,MIDLAND ST@OHIO ST,7:11 AM,613,MIDLAND ST@OHIO ST,2:50 PM
BETHUNE ES/MS,614,FLORENCE ST@STANSBURY ST,6:51 AM,614,FLORENCE ST@STANSBURY ST,3:08 PM
BETHUNE ES/MS,614,HARTWELL ST@PILGRIM ST,6:54 AM,614,HARTWELL ST@PILGRIM ST,3:05 PM
BETHUNE ES/MS,614,PILGRIM ST@MONTE VISTA ST,7:00 AM,614,PILGRIM ST@MONTE VISTA ST,2:59 PM
BETHUNE ES/MS,614,MENDOTA ST@FLORENCE ST,7:04 AM,614,MENDOTA ST@FLORENCE ST,2:49 PM
BETHUNE ES/MS,614,SANTA MARIA ST@PINEHURST ST,7:10 AM,614,SANTA MARIA ST@PINEHURST ST,2:55 PM
BETHUNE ES/MS,644,EATON ST@SANTA ROSA DR,6:44 AM,644,EATON ST@SANTA ROSA DR,3:10 PM
BETHUNE ES/MS,644,EATON ST@PRAIRIE ST,6:47 AM,644,EATON ST@PRAIRIE ST,3:14 PM
BETHUNE ES/MS,644,TULLER ST@EATON ST,6:53 AM,644,TULLER ST@EATON ST,3:07 PM
BETHUNE ES/MS,644,EATON ST@TURNER ST,6:54 AM,644,EATON ST@TURNER ST,3:05 PM
BETHUNE ES/MS,644,EATON ST @ CLOVERLAWN ST,6:56 AM,644,EATON ST @ CLOVERLAWN ST,2:58 PM
BETHUNE ES/MS,644,LYNDON ST@CHERRYLAWN ST,7:04 AM,644,LYNDON ST@CHERRYLAWN ST,2:55 PM
BETHUNE ES/MS,644,EATON ST@WISCONSIN ST,7:08 AM,644,EATON ST@WISCONSIN ST,2:53 PM
BETHUNE ES/MS,680,CHEYENNE ST@EATON ST,6:47 AM,680,CHEYENNE ST@EATON ST,2:55 PM
BETHUNE ES/MS,680,EATON ST@SNOWDEN ST,6:48 AM,680,EATON ST@SNOWDEN ST,2:52 PM
BETHUNE ES/MS,680,CHALFONTE ST@WARD ST,6:53 AM,680,CHALFONTE ST@WARD ST,2:57 PM
BETHUNE ES/MS,680,FENKELL ST@STEEL ST,6:55 AM,680,FENKELL ST@STEEL ST,2:59 PM
BETHUNE ES/MS,680,CHALFONTE ST@APPOLINE ST,6:58 AM,680,CHALFONTE ST@APPOLINE ST,3:01 PM
BETHUNE ES/MS,680,MANOR ST@KEELER AVE,7:00 AM,680,MANOR ST@KEELER AVE,3:04 PM
BETHUNE ES/MS,680,KEELER AVE@MENDOTA ST,7:02 AM,680,KEELER AVE@MENDOTA ST,3:06 PM
BETHUNE ES/MS,680,PINEHURST ST@CHALFONTE ST,7:04 AM,680,PINEHURST ST@CHALFONTE ST,3:08 PM
BETHUNE ES/MS,680,BIRWOOD ST@EATON ST,7:07 AM,680,BIRWOOD ST@EATON ST,3:10 PM
BETHUNE ES/MS,680,EATON ST@WASHBURN ST,7:10 AM,680,EATON ST@WASHBURN ST,3:11 PM
BETHUNE ES/MS,709,WYOMING ST@GROVE ST,6:26 AM,709,WYOMING ST@GROVE ST,3:31 PM
BETHUNE ES/MS,709,GROVE ST@MONICA ST,6:32 AM,709,GROVE ST@MONICA ST,3:26 PM
BETHUNE ES/MS,709,MCNICHOLS RD W@STOEPEL ST,6:34 AM,709,MCNICHOLS RD W@STOEPEL ST,3:19 PM
BETHUNE ES/MS,709,STOEPEL ST@GROVE ST,6:36 AM,709,STOEPEL ST@GROVE ST,3:23 PM
BETHUNE ES/MS,709,LOG CABIN ST@HUGHES ST,6:51 AM,709,LOG CABIN ST@HUGHES ST,3:06 PM
BETHUNE ES/MS,709,HOLMUR ST@MIDLAND ST,7:02 AM,709,HOLMUR ST@MIDLAND ST,2:57 PM
BETHUNE ES/MS,709,MIDLAND ST@PETOSKEY AVE,7:08 AM,709,MIDLAND ST@PETOSKEY AVE,2:53 PM
BETHUNE ES/MS,709,GLOBE ST@MONICA ST,7:10 AM,709,GLOBE ST@MONICA ST,2:50 PM
BOW ES/MS,623,W OUTER DR@MURRAY HILL ST,7:52 AM,623,W OUTER DR@MURRAY HILL ST,4:04 PM
BOW ES/MS,623,PICKFORD ST@MANSFIELD ST,7:55 AM,623,PICKFORD ST@MANSFIELD ST,4:00 PM
BOW ES/MS,623,PICKFORD ST@RUTHERFORD ST,7:56 AM,623,PICKFORD ST@RUTHERFORD ST,4:01 PM
BOW ES/MS,623,CAMBRIDGE AVE@ASBURY PARK,7:59 AM,623,CAMBRIDGE AVE@ASBURY PARK,3:49 PM
BOW ES/MS,623,CAMBRIDGE AVE@GILCHRIST ST,8:01 AM,623,CAMBRIDGE AVE@GILCHRIST ST,3:50 PM
BOW ES/MS,623,OAKFIELD ST@CAMBRIDGE AVE,8:02 AM,623,OAKFIELD ST@CAMBRIDGE AVE,3:52 PM
BOW ES/MS,623,CAMBRIDGE AVE@ARCHDALE ST,8:03 AM,623,CAMBRIDGE AVE@ARCHDALE ST,3:53 PM
BOW ES/MS,623,ST MARTINS AVE@FENMORE ST,8:05 AM,623,ST MARTINS AVE@FENMORE ST,3:55 PM
BOW ES/MS,692,TROJAN ST@ROSEMONT AVE,8:05 AM,692,TROJAN ST@ROSEMONT AVE,4:00 PM
BOW ES/MS,692,PEMBROKE AVE@ROSEMONT AVE,8:07 AM,692,PEMBROKE AVE@ROSEMONT AVE,3:58 PM
BOW ES/MS,692,PEMBROKE AVE@ASHTON AVE,8:08 AM,692,PEMBROKE AVE@ASHTON AVE,3:57 PM
BOW ES/MS,692,PEMBROKE AVE@FENMORE ST,8:09 AM,692,PEMBROKE AVE@FENMORE ST,3:55 PM
BOW ES/MS,692,FARGO ST@FENMORE ST,8:11 AM,692,FARGO ST@FENMORE ST,3:54 PM
BOW ES/MS,692,ARCHDALE ST@TROJAN ST,8:12 AM,692,ARCHDALE ST@TROJAN ST,3:52 PM
BOW ES/MS,692,HESSEL ST@OAKFIELD ST,8:14 AM,692,HESSEL ST@OAKFIELD ST,3:51 PM
BOW ES/MS,692,TROJAN ST@GILCHRIST ST,8:16 AM,692,TROJAN ST@GILCHRIST ST,3:49 PM
BOW ES/MS,722,HUBBELL ST@NORFOLK ST,7:52 AM,722,HUBBELL ST@NORFOLK ST,3:59 PM
BOW ES/MS,722,VASSAR AVE@SUSSEX ST,7:56 AM,722,VASSAR AVE@SUSSEX ST,3:52 PM
BOW ES/MS,722,LAUDER ST@CAMBRIDGE AVE,7:58 AM,722,LAUDER ST@CAMBRIDGE AVE,3:54 PM
BOW ES/MS,722,CLARITA ST@PREST ST,8:01 AM,722,CLARITA ST@PREST ST,3:49 PM
BRENDA SCOTT,309,SAUER ST@RUNYON ST,7:55 AM,309,SAUER ST@RUNYON ST,4:09 PM
BRENDA SCOTT,309,BELAND ST@SAUER ST,7:58 AM,309,BELAND ST@SAUER ST,4:07 PM
BRENDA SCOTT,309,GREINER ST@TEPPERT ST,8:00 AM,309,GREINER ST@TEPPERT ST,4:04 PM
BRENDA SCOTT,309,LINNHURST ST@TEPPERT ST,8:05 AM,309,LINNHURST ST@TEPPERT ST,4:02 PM
BRENDA SCOTT,309,EASTWOOD ST@BELAND ST,8:07 AM,309,EASTWOOD ST@BELAND ST,3:58 PM
BRENDA SCOTT,309,ALGONAC ST@LAPPIN ST,8:09 AM,309,ALGONAC ST@LAPPIN ST,3:49 PM
BRENDA SCOTT,309,7 MILE RD E@BELAND ST,8:11 AM,309,7 MILE RD E@BELAND ST,3:48 PM
BRENDA SCOTT,309,E OUTER DR@YOLANDA ST,8:13 AM,309,E OUTER DR@YOLANDA ST,3:52 PM
BRENDA SCOTT,314,LINNHURST ST@PELKEY ST,8:11 AM,314,LINNHURST ST@PELKEY ST,3:59 PM
BRENDA SCOTT,314,GREINER ST@HICKORY ST,8:13 AM,314,GREINER ST@HICKORY ST,3:55 PM
BRENDA SCOTT,314,GREINER ST@FAIRPORT ST,8:15 AM,314,GREINER ST@FAIRPORT ST,3:50 PM
BRENDA SCOTT,314,GREINER ST@GOULBURN ST,8:16 AM,314,GREINER ST@GOULBURN ST,3:52 PM
BRENDA SCOTT,518,LINNHURST ST@JOANN ST,8:09 AM,518,LINNHURST ST@JOANN ST,4:01 PM
BRENDA SCOTT,518,WESTPHALIA ST@EASTWOOD ST,8:12 AM,518,WESTPHALIA ST@EASTWOOD ST,3:59 PM
BRENDA SCOTT,518,WALTHAM ST@EASTWOOD ST,8:13 AM,518,WALTHAM ST@EASTWOOD ST,3:51 PM
BRENDA SCOTT,518,LINNHURST ST@BARLOW ST,8:15 AM,518,LINNHURST ST@BARLOW ST,3:53 PM
BRENDA SCOTT,518,EASTWOOD ST @ STRASBURG ST,8:16 AM,518,EASTWOOD ST @ STRASBURG ST,3:49 PM
BRENDA SCOTT,531,FINDLAY ST@ELMO ST,8:06 AM,531,FINDLAY ST@ELMO ST,3:57 PM
BRENDA SCOTT,531,GUNSTON ST@FINDLAY ST,8:07 AM,531,GUNSTON ST@FINDLAY ST,3:58 PM
BRENDA SCOTT,531,GUNSTON ST@MINDEN ST,8:09 AM,531,GUNSTON ST@MINDEN ST,3:59 PM
BRENDA SCOTT,531,MINDEN ST@ELMO ST,8:10 AM,531,MINDEN ST@ELMO ST,3:55 PM
BRENDA SCOTT,531,KENNEBEC ST@ELMO ST,8:13 AM,531,KENNEBEC ST@ELMO ST,3:49 PM
BRENDA SCOTT,531,CONNER ST@PORTLANCE ST,8:15 AM,531,CONNER ST@PORTLANCE ST,3:51 PM
BRENDA SCOTT,534,CEDARGROVE ST@GROVER ST,8:00 AM,534,CEDARGROVE ST@GROVER ST,4:04 PM
BRENDA SCOTT,534,MCNICHOLS RD E@WESTPHALIA ST,8:02 AM,534,MCNICHOLS RD E@WESTPHALIA ST,3:50 PM
BRENDA SCOTT,534,MCNICHOLS RD E@WALTHAM ST,8:05 AM,534,MCNICHOLS RD E@WALTHAM ST,3:51 PM
BRENDA SCOTT,534,FINDLAY ST@HAMBURG ST,8:08 AM,534,FINDLAY ST@HAMBURG ST,4:01 PM
BRENDA SCOTT,534,MCNICHOLS RD E@HAMBURG ST,8:11 AM,534,MCNICHOLS RD E@HAMBURG ST,3:53 PM
BRENDA SCOTT,534,MCNICHOLS RD E@DRESDEN ST,8:12 AM,534,MCNICHOLS RD E@DRESDEN ST,3:54 PM
BRENDA SCOTT,534,ENGLESIDE ST@BRADFORD ST,8:14 AM,534,ENGLESIDE ST@BRADFORD ST,3:56 PM
BRENDA SCOTT,534,MINDEN ST@BRADFORD ST,8:15 AM,534,MINDEN ST@BRADFORD ST,3:58 PM
BRENDA SCOTT,544,GRATIOT AVE@FAIRMOUNT DR,7:47 AM,544,GRATIOT AVE@FAIRMOUNT DR,4:15 PM
BRENDA SCOTT,544,TACOMA ST@HOYT ST,7:50 AM,544,TACOMA ST@HOYT ST,4:11 PM
BRENDA SCOTT,544,ALCOY ST@BRINGARD DR,7:53 AM,544,ALCOY ST@BRINGARD DR,3:57 PM
BRENDA SCOTT,544,MANNING ST@DRESDEN ST,7:58 AM,544,MANNING ST@DRESDEN ST,3:52 PM
BRENDA SCOTT,544,7 MILE RD E@STRASBURG ST,8:01 AM,544,7 MILE RD E@STRASBURG ST,3:49 PM
BRENDA SCOTT,544,MANNING ST@WALTHAM ST,8:05 AM,544,MANNING ST@WALTHAM ST,3:54 PM
BRENDA SCOTT,544,LAPPIN ST@HICKORY ST,8:08 AM,544,LAPPIN ST@HICKORY ST,4:00 PM
BRENDA SCOTT,544,EASTWOOD ST@RENO ST,8:11 AM,544,EASTWOOD ST@RENO ST,4:04 PM
BRENDA SCOTT,544,RENO ST@LINNHURST ST,8:13 AM,544,RENO ST@LINNHURST ST,4:06 PM
BRENDA SCOTT,544,PARK GROVE ST@RENO ST,8:14 AM,544,PARK GROVE ST@RENO ST,4:07 PM
BREWER ES/MS,306,LINVILLE ST@BISHOP ST,8:26 AM,306,LINVILLE ST@BISHOP ST,4:35 PM
BREWER ES/MS,306,KING RICHARD ST@BRITAIN ST,8:36 AM,306,KING RICHARD ST@BRITAIN ST,4:28 PM
BREWER ES/MS,306,MORANG DR@LANARK ST,8:40 AM,306,MORANG DR@LANARK ST,4:30 PM
BREWER ES/MS,308,EMERY ST@JUSTINE ST,8:12 AM,308,EMERY ST@JUSTINE ST,4:48 PM
BREWER ES/MS,308,WALTHAM ST@EASTWOOD ST,8:33 AM,308,WALTHAM ST@EASTWOOD ST,4:31 PM
BREWER ES/MS,308,MCNICHOLS RD E@HICKORY ST,8:44 AM,308,MCNICHOLS RD E@HICKORY ST,4:20 PM
BREWER ES/MS,508,E OUTER DR@QUEEN ST,8:15 AM,508,E OUTER DR@QUEEN ST,4:27 PM
BREWER ES/MS,508,DUCHESS ST@HAVERHILL ST,8:17 AM,508,DUCHESS ST@HAVERHILL ST,4:25 PM
BREWER ES/MS,508,DUCHESS ST@COURVILLE ST,8:21 AM,508,DUCHESS ST@COURVILLE ST,4:21 PM
BREWER ES/MS,508,SOMERSET AVE@YORKSHIRE RD,8:26 AM,508,SOMERSET AVE@YORKSHIRE RD,4:40 PM
BREWER ES/MS,508,LAKEPOINTE ST@YORKSHIRE RD,8:28 AM,508,LAKEPOINTE ST@YORKSHIRE RD,4:36 PM
BREWER ES/MS,508,DUCHESS ST@BRITAIN ST,8:39 AM,508,DUCHESS ST@BRITAIN ST,4:52 PM
BREWER ES/MS,508,LAING ST@YORKSHIRE RD,8:45 AM,508,LAING ST@YORKSHIRE RD,4:33 PM
BREWER ES/MS,513,FLANDERS ST@QUEEN ST,8:08 AM,513,FLANDERS ST@QUEEN ST,4:19 PM
BREWER ES/MS,513,WILFRED ST@LEROY ST,8:10 AM,513,WILFRED ST@LEROY ST,4:21 PM
BREWER ES/MS,513,KILBOURNE ST@LEROY ST,8:12 AM,513,KILBOURNE ST@LEROY ST,4:22 PM
BREWER ES/MS,513,GLENFIELD ST@NEWPORT ST,8:15 AM,513,GLENFIELD ST@NEWPORT ST,4:25 PM
BREWER ES/MS,513,GLENFIELD ST@COPLIN ST,8:19 AM,513,GLENFIELD ST@COPLIN ST,4:29 PM
BREWER ES/MS,513,LORETTO ST@DICKERSON ST,8:24 AM,513,LORETTO ST@DICKERSON ST,4:36 PM
BREWER ES/MS,513,KILBOURNE ST@PARK DR,8:26 AM,513,KILBOURNE ST@PARK DR,4:39 PM
BREWER ES/MS,513,FINDLAY ST@HAMBURG ST,8:41 AM,513,FINDLAY ST@HAMBURG ST,4:43 PM
BREWER ES/MS,513,HOUSTON WHITTIER ST@GROVER ST,8:44 AM,513,HOUSTON WHITTIER ST@GROVER ST,4:33 PM
BREWER ES/MS,521,MORANG DR@GLENWOOD ST,8:00 AM,521,MORANG DR@GLENWOOD ST,4:52 PM
BREWER ES/MS,521,MORANG DR@EASTWOOD ST,8:03 AM,521,MORANG DR@EASTWOOD ST,4:47 PM
BREWER ES/MS,521,LINNHURST ST@CHALMERS ST,8:19 AM,521,LINNHURST ST@CHALMERS ST,4:37 PM
BREWER ES/MS,521,PARK GROVE ST@PEORIA ST,8:22 AM,521,PARK GROVE ST@PEORIA ST,4:35 PM
BREWER ES/MS,521,CEDARGROVE ST@GROVER ST,8:26 AM,521,CEDARGROVE ST@GROVER ST,4:32 PM
BREWER ES/MS,521,ALMA ST@CELESTINE ST,8:30 AM,521,ALMA ST@CELESTINE ST,4:29 PM
BREWER ES/MS,521,MAYFIELD ST@QUEEN ST,8:34 AM,521,MAYFIELD ST@QUEEN ST,4:22 PM
BREWER ES/MS,525,WADE ST@MANISTIQUE ST,8:18 AM,525,WADE ST@MANISTIQUE ST,4:46 PM
BREWER ES/MS,525,EVANSTON ST @ WAYBURN ST,8:20 AM,525,EVANSTON ST @ WAYBURN ST,4:44 PM
BREWER ES/MS,525,BERKSHIRE ST@LAKEPOINTE ST,8:23 AM,525,BERKSHIRE ST@LAKEPOINTE ST,4:42 PM
BREWER ES/MS,525,LAKEPOINTE ST@HAVERHILL ST,8:25 AM,525,LAKEPOINTE ST@HAVERHILL ST,4:40 PM
BREWER ES/MS,525,BALFOUR RD@HAVERHILL ST,8:30 AM,525,BALFOUR RD@HAVERHILL ST,4:32 PM
BREWER ES/MS,525,EVANSTON ST@BERKSHIRE ST,8:32 AM,525,EVANSTON ST@BERKSHIRE ST,4:34 PM
BREWER ES/MS,525,KING RICHARD ST@WHITTIER ST,8:37 AM,525,KING RICHARD ST@WHITTIER ST,4:29 PM
BREWER ES/MS,525,WHITTIER ST@BALFOUR RD,8:39 AM,525,WHITTIER ST@BALFOUR RD,4:27 PM
BREWER ES/MS,525,BEACONSFIELD ST@COURVILLE ST,8:43 AM,525,BEACONSFIELD ST@COURVILLE ST,4:24 PM
BREWER ES/MS,525,WHITTIER ST@LAKEPOINTE ST,8:45 AM,525,WHITTIER ST@LAKEPOINTE ST,4:20 PM
BUNCHE ES/MS,202,RIVARD ST@LAFAYETTE PLAISANCE ST,6:43 AM,202,RIVARD ST@LAFAYETTE PLAISANCE ST,3:17 PM
BUNCHE ES/MS,202,RIVARD ST@E LAFAYETTE ST,6:45 AM,202,RIVARD ST@E LAFAYETTE ST,3:16 PM
BUNCHE ES/MS,202,E LARNED ST@CHENE ST,6:49 AM,202,E LARNED ST@CHENE ST,2:58 PM
BUNCHE ES/MS,202,E LARNED ST@ST AUBIN ST,6:51 AM,202,E LARNED ST@ST AUBIN ST,3:00 PM
BUNCHE ES/MS,202,E LAFAYETTE ST@ST AUBIN ST,6:56 AM,202,E LAFAYETTE ST@ST AUBIN ST,3:05 PM
BUNCHE ES/MS,202,ST AUBIN ST@HYDE PARK DR,6:58 AM,202,ST AUBIN ST@HYDE PARK DR,3:07 PM
BUNCHE ES/MS,202,ORLEANS ST@CHATEAUFORT PL,7:00 AM,202,ORLEANS ST@CHATEAUFORT PL,3:09 PM
BUNCHE ES/MS,202,JOSEPH CAMPAU ST@ATWATER ST,7:07 AM,202,JOSEPH CAMPAU ST@ATWATER ST,2:55 PM
BUNCHE ES/MS,202,E JEFFERSON AVE@E HARBORTOWN DR,7:10 AM,202,E JEFFERSON AVE@E HARBORTOWN DR,2:50 PM
